"lemma","lemma_freq","gloss","form","stressed_syll","case","number","short_cluster","full_cluster","noep","ep"
"скоропалительность",14,"haste","скоропали'тельностью",4,"inst","sg","ск","ск",0,66
"скоропись",76,"cursive","ско'рописью",1,"inst","sg","ск","ск",7,198
"скоропись",76,"cursive","ско'рописи",1,"gen","sg","ск","ск",1,15
"скороподъёмность",41,"rate of climb","скороподъёмностью",4,"inst","sg","ск","ск",9,160
"скороподъёмность",41,"rate of climb","скороподъёмности",4,"gen","sg","ск","ск",26,3
"скоропостижность",11,"suddenly","скоропости'жностью",4,"inst","sg","ск","ск",4,26
"скороспелость",38,"precocity","скороспе'лостью",3,"inst","sg","ск","ск",12,235
"скоростник",31,"skorostnik","скоростнико'м",4,"inst","sg","ск","ск",5,17
"скоростник",31,"skorostnik","скоростника'ми",4,"inst","pl","ск","ск",4,32
"скоросшиватель",49,"folder","скоросшива'телями",4,"inst","pl","ск","ск",9,198
"скоротечность",51,"transience","скороте'чностью",3,"inst","sg","ск","ск",22,361
"скорохват",11,"skorohvat","скорохва'тов",3,"gen","pl","ск","ск",17,0
"скороход",269,"walker","скорохо'дом",3,"inst","sg","ск","ск",26,295
"скороход",269,"walker","скорохо'дами",3,"inst","pl","ск","ск",19,302
"скороход",269,"walker","скорохо'да",3,"gen","sg","ск","ск",48,42
"скороход",269,"walker","скорохо'дов",3,"gen","pl","ск","ск",333,4
"скорпион",859,"scorpion","скорпио'на",3,"gen","sg","ск","ск",136,396
"скорпион",859,"scorpion","скорпио'нов",3,"gen","pl","ск","ск",59,216
"скос",100,"bevel","ско'са",1,"gen","sg","ск","ск",6,86
"скос",100,"bevel","ско'сов",1,"gen","pl","ск","ск",4,24
"скот",5747,"livestock","ското'в",2,"gen","pl","ск","ск",17,116
"скотник",147,"cattleman","ско'тником",1,"inst","sg","ск","ск",9,191
"скотник",147,"cattleman","ско'тниками",1,"inst","pl","ск","ск",4,201
"скотник",147,"cattleman","ско'тника",1,"gen","sg","ск","ск",1,25
"скотник",147,"cattleman","ско'тников",1,"gen","pl","ск","ск",254,9
"скотовод",170,"grazier","скотово'дом",3,"inst","sg","ск","ск",8,142
"скотовод",170,"grazier","скотово'дами",3,"inst","pl","ск","ск",14,543
"скотовод",170,"grazier","скотово'дов",3,"gen","pl","ск","ск",11,173
"скотоводство",385,"cattle breeding","скотово'дства",3,"gen","sg","ск","ск",13,36
"скотокрадство",0,"abaction","скотокра'дством",3,"inst","sg","ск","ск",1,179
"скотоложец",3,"skotolozhets","скотоло'жцем",3,"inst","sg","ск","ск",0,12
"скотоложец",3,"skotolozhets","скотоло'жцами",3,"inst","pl","ск","ск",2,30
"скотоложство",8,"bestiality","скотоло'жством",3,"inst","sg","ск","ск",5,151
"скотомогильник",14,"cattle cemetery","ско`томоги'льником",4,"inst","sg","ск","ск",6,195
"скотомогильник",14,"cattle cemetery","ско`томоги'льниками",4,"inst","pl","ск","ск",1,245
"скотомогильник",14,"cattle cemetery","ско`томоги'льника",4,"gen","sg","ск","ск",4,202
"скотомогильник",14,"cattle cemetery","ско`томоги'льников",4,"gen","pl","ск","ск",0,48
"скотопрогон",1,"cattle passes","скотопрого'ном",4,"inst","sg","ск","ск",1,11
"скотопрогон",1,"cattle passes","скотопрого'нами",4,"inst","pl","ск","ск",0,130
"скотопромышленник",26,"cowman","скотопромы'шленником",4,"inst","sg","ск","ск",0,13
"скототорговец",0,"skototorgovets","ско`тоторго'вцем",4,"inst","sg","ск","ск",0,11
"скотство",76,"bestiality","ско'тством",1,"inst","sg","ск","ск",8,294
"скотство",76,"bestiality","ско'тства",1,"gen","sg","ск","ск",1,19
"скотт",815,"Scott","ско'ттами",1,"inst","pl","ск","ск",28,505
"скотт",815,"Scott","ско'тта",1,"gen","sg","ск","ск",285,153
"скрап",17,"scrap","скра'пом",1,"inst","sg","ск","скр",16,560
"скрап",17,"scrap","скра'пами",1,"inst","pl","ск","скр",8,61
"скрап",17,"scrap","скра'па",1,"gen","sg","ск","скр",8,34
"скрап",17,"scrap","скра'пов",1,"gen","pl","ск","скр",0,13
"скребло",71,"scraper","скребло'м",2,"inst","sg","ск","скр",1,11
"скребок",226,"scraper","скребка'",2,"gen","sg","ск","скр",9,124
"скребок",226,"scraper","скребко'в",2,"gen","pl","ск","скр",301,26
"скреп",142,"scrapie","скре'пом",1,"inst","sg","ск","скр",1,41
"скреп",142,"scrapie","скре'пами",1,"inst","pl","ск","скр",16,287
"скреп",142,"scrapie","скре'па",1,"gen","sg","ск","скр",16,1
"скрепление",91,"binding","скрепле'ниями",2,"inst","pl","ск","скр",30,500
"скрепление",91,"binding","скрепле'ния",2,"gen","sg","ск","скр",8,11
"скрещение",189,"crossing","скреще'нием",2,"inst","sg","ск","скр",11,188
"скрещение",189,"crossing","скреще'ниями",2,"inst","pl","ск","скр",5,19
"скрещение",189,"crossing","скреще'ния",2,"gen","sg","ск","скр",4,13
"скрещивание",326,"crossing","скре'щиваниями",1,"inst","pl","ск","скр",3,49
"скрещивание",326,"crossing","скре'щивания",1,"gen","sg","ск","скр",18,263
"скрижаль",276,"Tablet","скрижа'лью",2,"inst","sg","ск","скр",14,380
"скрижаль",276,"Tablet","скрижа'ли",2,"gen","sg","ск","скр",68,152
"скрижаль",276,"Tablet","скрижа'лей",2,"gen","pl","ск","скр",40,886
"скрипач",1031,"violinist","скрипача'ми",3,"inst","pl","ск","скр",16,852
"скрипач",1031,"violinist","скрипача'",3,"gen","sg","ск","скр",20,72
"скрипач",1031,"violinist","скрипаче'й",3,"gen","pl","ск","скр",8,16
"скрипение",25,"crackling","скрипе'нием",2,"inst","sg","ск","скр",13,101
"скрипун",10,"creaking","скрипуно'м",3,"inst","sg","ск","скр",1,90
"скрипун",10,"creaking","скрипуна'ми",3,"inst","pl","ск","скр",12,91
"скромник",38,"skromnik","скро'мником",1,"inst","sg","ск","скр",6,104
"скромник",38,"skromnik","скро'мниками",1,"inst","pl","ск","скр",1,31
"скромность",1745,"modesty","скро'мности",1,"gen","sg","ск","скр",74,223
"скрофулёз",0,"scrofula","скрофулёзом",3,"inst","sg","ск","скр",0,11
"скручивание",63,"twisting","скру'чиваниями",1,"inst","pl","ск","скр",13,231
"скручивание",63,"twisting","скру'чивания",1,"gen","sg","ск","скр",23,48
"скручивание",63,"twisting","скру'чиваний",1,"gen","pl","ск","скр",2,19
"скрытник",7,"skrytnik","скры'тниками",1,"inst","pl","ск","скр",0,16
"скрытность",349,"secretiveness","скры'тности",1,"gen","sg","ск","скр",8,36
"скряжничество",13,"parsimony","скря'жничеством",1,"inst","sg","ск","скр",3,12
"скудность",74,"poverty","ску'дности",1,"gen","sg","ск","ск",4,10
"скудость",544,"scarcity","ску'достью",1,"inst","sg","ск","ск",25,996
"скудость",544,"scarcity","ску'дости",1,"gen","sg","ск","ск",7,7
"скудоумие",50,"feeble mind","скудоу'мием",3,"inst","sg","ск","ск",14,331
"скудоумие",50,"feeble mind","скудоу'мия",3,"gen","sg","ск","ск",0,15
"скуластость",5,"bony","скула'стостью",2,"inst","sg","ск","ск",1,10
"скулёж",36,"whining","скулежо'м",3,"inst","sg","ск","ск",9,292
"скулёж",36,"whining","скулежа'",3,"gen","sg","ск","ск",1,27
"скульптор",1821,"sculptor","ску'льптора",1,"gen","sg","ск","ск",52,90
"скульптор",1821,"sculptor","ску'льпторов",1,"gen","pl","ск","ск",31,12
"скунс",51,"skunk","ску'нсами",1,"inst","pl","ск","ск",18,689
"скунс",51,"skunk","ску'нса",1,"gen","sg","ск","ск",13,92
"скунс",51,"skunk","ску'нсов",1,"gen","pl","ск","ск",1,10
"скуп",462,"stingy","ску'пом",1,"inst","sg","ск","ск",11,81
"скуп",462,"stingy","ску'пами",1,"inst","pl","ск","ск",2,15
"скуп",462,"stingy","ску'па",1,"gen","sg","ск","ск",10,18
"скуп",462,"stingy","ску'пов",1,"gen","pl","ск","ск",10,1
"скупердяй",50,"meanie","скупердя'ем",3,"inst","sg","ск","ск",9,157
"скупердяй",50,"meanie","скупердя'ями",3,"inst","pl","ск","ск",4,43
"скупец",83,"miser","скупцо'м",2,"inst","sg","ск","ск",4,187
"скупец",83,"miser","скупца'ми",2,"inst","pl","ск","ск",1,111
"скупость",490,"parsimony","ску'пости",1,"gen","sg","ск","ск",6,25
"скупщик",235,"knacker","ску'пщиком",1,"inst","sg","ск","ск",15,524
"скупщик",235,"knacker","ску'пщиками",1,"inst","pl","ск","ск",20,936
"скупщик",235,"knacker","ску'пщика",1,"gen","sg","ск","ск",3,8
"скупщик",235,"knacker","ску'пщиков",1,"gen","pl","ск","ск",1,52
"скутер",132,"scooter","скутеро'в",3,"gen","pl","ск","ск",24,286
"скутер",132,"scooter","ску'теров",1,"gen","pl","ск","ск",24,286
"скутерист",0,"skuterist","скутери'стом",3,"inst","sg","ск","ск",18,125
"скутерист",0,"skuterist","скутери'стами",3,"inst","pl","ск","ск",39,347
"скутерист",0,"skuterist","скутери'ста",3,"gen","sg","ск","ск",5,47
"скутерист",0,"skuterist","скутери'стов",3,"gen","pl","ск","ск",7,46
"скученность",121,"density","ску'ченностью",1,"inst","sg","ск","ск",4,577
"слабоволие",40,"feeble-mindedness","слабово'лием",3,"inst","sg","сл","сл",15,240
"слабодушие",35,"slabodushie","слабоду'шием",3,"inst","sg","сл","сл",5,58
"слабость",7843,"weakness","сла'бости",1,"gen","sg","сл","сл",226,710
"слабость",7843,"weakness","сла'бостей",1,"gen","pl","сл","сл",8,40
"слаботочник",0,"slabotochnik","слабото'чниками",3,"inst","pl","сл","сл",4,17
"слабоумие",742,"dementia","слабоу'мия",3,"gen","sg","сл","сл",18,17
"слабоумный",302,"moronic","слабоу'мным",3,"inst","sg","сл","сл",59,752
"слабоумный",302,"moronic","слабоу'много",3,"gen","sg","сл","сл",11,51
"слабоумный",302,"moronic","слабоу'мных",3,"gen","pl","сл","сл",11,52
"слабохарактерность",27,"infirmity","слабохара'ктерностью",4,"inst","sg","сл","сл",17,216
"славист",206,"Slavic Studies","слави'стом",2,"inst","sg","сл","сл",2,35
"славист",206,"Slavic Studies","слави'стами",2,"inst","pl","сл","сл",4,132
"славолюбие",84,"popularity","славолю'бием",3,"inst","sg","сл","сл",32,13
"славословие",272,"doxology","славосло'виями",3,"inst","pl","сл","сл",106,795
"славословие",272,"doxology","славосло'вия",3,"gen","sg","сл","сл",10,110
"славословие",272,"doxology","славосло'вий",3,"gen","pl","сл","сл",4,73
"славянизм",44,"Slavonicisms","славяни'змом",3,"inst","sg","сл","сл",11,35
"славянизм",44,"Slavonicisms","славяни'змами",3,"inst","pl","сл","сл",13,157
"славянин",3587,"Slav","славяни'ном",3,"inst","sg","сл","сл",73,517
"славянин",3587,"Slav","славяни'на",3,"gen","sg","сл","сл",13,26
